,encounter,elo
61dba29399f5414277355aff,6,1002.6094833369597
61dba4c799f5414277355c66,2,985.1041489560382
61dba60599f5414277355cf2,1,1008.7187491533479
61dba67699f5414277355d65,3,993.1363430644282
61dba72799f5414277355dca,2,1002.2338229431798
61dba82a99f5414277355e7d,3,979.0110255104606
61d9441399f5414277330fea,28,919.3353392561385
631ed97d66467507cae47ec8,1478,1563.3789430582951
6210cc5dbbc22c318db9c486,3215,1953.7561297745676
6320776066467507cae65af1,1564,1564.6546403904445
6327ceea66467507caed7eee,1550,1573.2960821573
6327cd2366467507caed7ddc,1609,1592.820252946852
6347f3234172273132de82dc,1561,1529.7820798980738
6236ab9c6926fb77fe6d79ea,2729,1381.6239125778063
6327caf366467507caed7c32,1533,1591.254506707575
6327ce8266467507caed7eba,1544,1551.0867922897373
6327cd9d66467507caed7e4b,1577,1517.2996339147617
634937f74172273132e033b0,1520,1514.9650164842385
6327cb3a66467507caed7c76,1550,1564.0662384607465
6327ce3466467507caed7e9d,1523,1580.1110630585167
62258179e3b7b44915051e7d,34885,-121810.24933689732
62219f66beec6e2acb80a51e,1554,1537.578063722896
62e396e7b155124b890e7b05,2258,1400.8455061994962
620f2f4fbbc22c318db8a0f0,3132,1403.3705435368367
6209d6a2bbc22c318db49c82,3152,768.2283131962363
634d180d832a161fc4290335,1055,1775.3290598710762
6327cb7366467507caed7c9c,1512,1574.5716892573355
632076fe66467507cae65a93,1575,1573.8611314505172
637e04dd8d38157ab2d3858d,2,992.0
637f3fd08d38157ab2d81c57,1218,1517.315723404584
6384a9998d38157ab2e0a13b,1227,1513.1214993561805
6393ddf61688b565e8ee7ae8,1219,1561.8428700747254
638b481b8d38157ab2f007d0,1224,1578.785343878624
638aab3f8d38157ab2ef9bb7,1234,1572.8400259417153
638deb238d38157ab2f268a6,1226,1563.341557775209
6399af601688b565e8f5ed25,607,1543.7522339045152
5c2f6a2c495f2d4b6f3db98c,22,908.2848318169158
63a006c21688b565e8fca5ac,1233,1520.8003716625853
5c111331e0008d16c8491d33,2,1016.2878760946627
63a0ff1d1688b565e8fd9021,1211,1511.0107871075156
63a29ada1688b565e804ebc2,1232,1515.9179924165958
5e0c5b07b63f9560370d9181,1,998.8378328088622
63a8f46c1688b565e81bad65,1208,1544.3731821336046
63a8f4321688b565e81bac1e,1200,1564.7458751145937
6207ef1dbbc22c318db30b79,2,992.0
6207ef56bbc22c318db30bec,2,992.0
6207efaabbc22c318db30bf7,2,992.0
6207efd0bbc22c318db30c1e,2,992.0
6207f004bbc22c318db30c49,2,992.0
6207f059bbc22c318db30c91,2,992.0
6207f0a4bbc22c318db30cb4,36,937.419080659296
62092d35bbc22c318db3fe50,1,1005.9303056950396
62092d89bbc22c318db3fe63,2,980.1685042996386
620931eabbc22c318db4015c,14,956.0997352413743
620b0f7abbc22c318db58b58,1,1007.0774641745235
620b245cbbc22c318db596c4,1,1015.1899859101462
620b24aebbc22c318db59721,1,1015.1200396627847
620b26c7bbc22c318db59833,1,1015.0447950960476
620b27a5bbc22c318db598a4,3,1044.3263920671777
620b2833bbc22c318db598f0,3,1043.3785963270384
620b2e05bbc22c318db59bc8,1,1014.3535652873126
620b2e8dbbc22c318db59bff,4,1054.9604362674131
620b3084bbc22c318db59d04,1,1013.8109236053034
620b34c1bbc22c318db5a003,3,1039.4403179270205
620b393ebbc22c318db5a284,1,1012.984140873086
620b3a1ebbc22c318db5a334,1,1012.7969444561088
620b3a4dbbc22c318db5a34f,7,1009.313668231817
620b41ecbbc22c318db5a7f7,31,1122.8739355242844
620b597ebbc22c318db5b674,4,992.1615568116142
620b85e6bbc22c318db5cd31,15,935.1662256461087
61ffecb1b8ebe3727bb032f0,14,987.7109068093858
620ca3b7bbc22c318db6aeff,28,1187.1256583807055
620cbe96bbc22c318db6bfb8,1,1012.9124740186544
620cbef7bbc22c318db6c020,142,1583.473445036739
620f23ddbbc22c318db89a84,1,1006.6882675541511
620f24a2bbc22c318db89ac2,5,988.9883730862916
620f4759bbc22c318db8ada6,1,1006.0437021307508
620f478cbbc22c318db8adbc,396,1639.8564938818056
6219aa57bbc22c318dc064dc,1,1007.9676645325321
6219aa96bbc22c318dc06508,2,1015.2109627517015
6219aad0bbc22c318dc0652b,2,998.5303509924339
6219ac73bbc22c318dc065d8,3,1021.4005689130298
6219b025bbc22c318dc067e9,6,1036.017457631043
6219b4f2bbc22c318dc06a8f,2,1012.0155793668413
6219d222bbc22c318dc079cc,3,986.4661674924182
6219d5cabbc22c318dc07bde,12,1035.6025312660774
6219dd0dbbc22c318dc08073,3,1028.1475148702452
6219de4ebbc22c318dc0819e,3,1020.9916088773022
6219e8fcbbc22c318dc08727,6,1046.7688889442677
6219ece4bbc22c318dc089de,6,1040.1374712408006
621a4c48bbc22c318dc0bd89,2,992.0
621a4c8cbbc22c318dc0bdbf,2,992.0
621a4cb4bbc22c318dc0bdd3,2,992.0
621a4ce4bbc22c318dc0bdda,2,992.0
621a4d5dbbc22c318dc0be19,9,1041.8338550838218
621a5402bbc22c318dc0c207,1,1006.7901646324289
621a54c6bbc22c318dc0c259,1,1006.637860612406
621a5514bbc22c318dc0c28c,3,1018.6286706412609
621ad073bbc22c318dc14780,18,1040.8408559496554
621b64cebbc22c318dc19987,2,992.0
621b6506bbc22c318dc199a6,19,1112.083241565798
621bab89bbc22c318dc1bff0,59,1237.668453179574
61ffd121b8ebe3727bb022e7,6,1026.6048713488697
61ffeb3cb8ebe3727bb03225,2,1005.5564451001065
61ffebfbb8ebe3727bb03286,1,1010.8902831969943
6228a2c4e3b7b449150783d3,305,1415.257780532601
621e0db5bbc22c318dc38a79,59,1237.0159025174503
6220295dbbc22c318dc534e3,3,1002.7411106292675
62203062bbc22c318dc5393b,2,991.6307864311199
622037e7bbc22c318dc53d47,50,1232.9876436695472
6236a5566926fb77fe6d760f,4,1012.81122136646
6236a7f66926fb77fe6d7784,2,996.2999091707786
6236a9086926fb77fe6d7826,1,998.1672154767011
6236a99a6926fb77fe6d7878,5,1010.3679538702388
6236aaca6926fb77fe6d78f4,1,998.0832038969324
62216ff3bbc22c318dc63ded,4,1009.6125698796432
6221752fbbc22c318dc640b9,4,1009.6513446150045
622178edbbc22c318dc6436a,194,1375.8881526881855
622212c9beec6e2acb80ee97,1,994.7291714917217
621e0af6bbc22c318dc388d2,5,1033.6420872811
621e0c15bbc22c318dc3898e,4,1011.2925858038174
622421d0e3b7b44915040996,28,1105.792540671516
62246886e3b7b44915043485,1,1009.6712879634299
6224698de3b7b449150434ea,2,1002.4893929560966
62246bfde3b7b44915043643,1,1009.4016370191797
62246e2ce3b7b44915043763,1,993.1908536723905
62246f72e3b7b449150437fa,1,1009.3437004633261
62246fc5e3b7b4491504383f,2,986.5754188957712
621e3f95bbc22c318dc3a578,3,1047.2123531432287
621e4253bbc22c318dc3a75d,1,1015.7160708891488
621e431dbbc22c318dc3a79f,1,1015.6897077177096
6224c3c6e3b7b44915046b2f,1,993.4348313278008
6224c53be3b7b44915046bd2,1,1009.5806256961231
6224c601e3b7b44915046c3c,1,993.3675283105441
6224c6b9e3b7b44915046cbb,1,993.5152839497118
6224c835e3b7b44915046d87,1,993.6587194037945
6224cb3fe3b7b44915046ff3,1,993.7979134847471
6224ce45e3b7b449150471bf,1,1009.9329527862919
6224ceace3b7b4491504720f,1,993.7161518735222
6224f532e3b7b4491504898f,1,993.8536359673836
6224f648e3b7b44915048a07,1,993.9870025834755
6224f78ee3b7b44915048a96,1,994.1163467629284
62256397e3b7b44915050be3,1,999.7360444694963
622569bae3b7b44915050f6c,2,1031.437530052831
62256a09e3b7b44915050fa5,2,1031.3285139509078
622570f3e3b7b449150513af,2,1009.91405285129
622572b1e3b7b449150514f0,5,1029.8342884513013
622580b9e3b7b44915051e07,2,999.1449302119437
62289f66e3b7b449150781b3,2,1012.952827070295
6228a121e3b7b449150782d7,1,998.4932715827858
628e504056714c2cf9c6a8fe,1,992.0
628e6daf56714c2cf9c6c8f9,1,1008.0
5e1fcebcb63f95603723057f,966,1436.8056979047883
62cff726b0a3930a9c14a2d5,2,1028.0391285107262
62cff8f4b0a3930a9c14a3e3,1,1013.8813109315383
62e89d68b155124b891336d0,140,1256.6820112095907
5c2f9630495f2d4b6f3dd964,76,1171.190373307307
63b4e753ecf34307aed6f87a,1212,1535.399418056944
63bd0358ee1bce5e6c720ab6,1224,1542.3093138771194
63b77cefecf34307aedaf6e3,1216,1562.2654924250057
63b77b06ecf34307aedaf56e,1223,1578.4323360622084
5c303b8e495f2d4b6f3e73e7,1181,1388.0506400615711
63b675cbecf34307aed994fd,1094,1550.6715714538113
63f4a7b56ce79f4b2dc62c40,2,992.0
64030e9b227405118d721bc0,662,1536.511203205338
640c17d2227405118d7d9f02,2,989.7697942218254
640f0bd2227405118d81bf31,1,995.9462875761612
640f0fc0227405118d81c227,1,996.0165078590004
640f1030227405118d81c25a,1,996.0847150569847
640f108a227405118d81c2b1,1,996.1509807711085
640f10bf227405118d81c2e9,1,996.2153740076619
640f138e227405118d81c528,1,996.2779612352678
640f1464227405118d81c5a8,1,996.3388064473063
640f14b5227405118d81c5cb,1,996.3979712284535
640f1b69227405118d81cab5,1,1012.4555148242374
640fbab9227405118d827229,8,952.4939521237658
64106b17227405118d82ddc7,8,1006.7236997257105
64106efb227405118d82e0c2,3,1007.8649927672243
6410784b227405118d82e641,2,1031.6600071032406
64107e08227405118d82eb42,2,1031.592986496026
640c7d76227405118d7dfc8e,88,1007.8209658438271
5c2f576a495f2d4b6f3dabe9,2,1012.8521429445597
6410839f227405118d82efff,1,1015.7782966576954
64108487227405118d82f0ad,1,1015.757536600842
64108549227405118d82f171,3,1023.2562142067934
641086bb227405118d82f2a1,3,1022.7055018353857
6410886d227405118d82f3ce,1,1015.734896418724
6410892c227405118d82f467,1,1015.7102181615926
64108b95227405118d82f584,2,1031.275091587371
64003c886ce79f4b2dd1e3a7,20,916.9438983141367
64109035227405118d82f884,2,1031.1061414909293
6411283b227405118d83c1eb,8,999.8904967348778
64113325227405118d83ca3c,123,986.6466647237314
6411593d227405118d83e331,3,976.944898758461
64115e76227405118d83e7b1,2,992.0
640c1496227405118d7d9bc9,6,964.3275740630729
64115fcf227405118d83e881,13,985.4801842104133
64116209227405118d83ea28,2,983.5823366453885
6411646e227405118d83ec1d,2,1023.0936589741701
641164ef227405118d83ec5e,1,1015.3998439542167
641165d0227405118d83ed2f,2,1030.9372261932076
641165ec227405118d83ed5c,1,999.3464837962212
6411683d227405118d83efce,3,998.2804046917842
64116b22227405118d83f236,1,1007.4482568843707
64116d17227405118d83f365,2,984.5314884795412
64085751227405118d79cdc3,4,991.0753226784125
64116d8f227405118d83f3d6,5,992.1801239759824
64116dde227405118d83f478,3,984.1841742594846
64116f7c227405118d83f6ad,12,920.854316563077
5c0e7eb2e0008d16c847530f,1,1007.8158257405154
5c07df86e0008d16c8436d4c,1,1007.2930792890992
5c404d6534299b1d1ec8fe6c,1,1007.1267940532059
64117125227405118d83f877,1,1008.0
640c2674227405118d7dab00,2,999.9751200308889
5df60314cc9ede7610e53c8c,1,1006.8032986219353
64117191227405118d83f8ef,1,1007.8158257405154
64117223227405118d83f9a0,2,1015.8078145606402
641172b3227405118d83fa08,2,984.363925579749
6411730f227405118d83fa4b,2,999.6400268361499
64117361227405118d83facb,4,1000.176266979636
641173a0227405118d83faee,1,1008.1883174287165
641173db227405118d83fb30,1,1007.9998092470677
6411740e227405118d83fb62,7,968.7113299113939
641175c5227405118d83fd25,1,991.7972611594229
64117763227405118d83fe7e,1,1007.98609279647
64117754227405118d83fe71,1,1007.8022464933101
6411790c227405118d83ffac,3,1014.191876962731
64117a7a227405118d84011d,1,999.3535921753761
64117c91227405118d8402c9,2,1007.3707273725512
64117e27227405118d84045d,33,1021.8374398262868
6411a8e96b5e994f52c7b471,22,959.9389919095173
5c40904934299b1d1ec94b87,1,1007.7211560480922
6411b3166b5e994f52c7be5c,1,1015.3992862399971
6411b5156b5e994f52c7c035,1,999.3458806157743
6411b2216b5e994f52c7bd74,1,999.3482388715688
6411b62f6b5e994f52c7c157,1,1015.3505805269602
6411b72c6b5e994f52c7c29d,1,999.2932330064785
6411b7df6b5e994f52c7c334,1,999.29597636317
6411b8636b5e994f52c7c426,1,1015.2986989702042
6411b8856b5e994f52c7c451,2,991.3985452776201
6411b8f56b5e994f52c7c4d9,1,999.2403980487272
6411bbbf6b5e994f52c7c790,1,1015.2435555605086
6411bc376b5e994f52c7c806,1,1007.6188392061255
6411bcae6b5e994f52c7c8a4,1,1007.4440178611862
6411bd086b5e994f52c7c8e3,1,1007.2737205267038
6411bd466b5e994f52c7c93c,1,991.1079565778659
6411c1ee6b5e994f52c7cd6d,1,991.3106920348976
6411c2b06b5e994f52c7ce25,1,1007.5096726359268
6411c2de6b5e994f52c7ce32,1,991.3376602725046
6411c31a6b5e994f52c7ce7c,1,1007.5361193533934
6411c4366b5e994f52c7cfa3,1,991.3634215238249
6411c4536b5e994f52c7cfbd,17,905.2404083202075
6411c7eb6b5e994f52c7d23b,2,992.0
6411c9196b5e994f52c7d332,36,1034.4806907628858
5e1b2887b63f9560371d702e,2,1015.5606715573108
5e0047c0cc9ede7610ef372c,1,1008.1531174589229
5e1ab382b63f9560371cfb17,1,1007.4582601473074
5e009dc6b63f95603701d342,1,991.2875891819995
6411d8026b5e994f52c7df57,1,1009.3422245149235
6411d51e6b5e994f52c7dd33,1,1009.1322705675796
6411b6686b5e994f52c7c19e,1,1008.9254828559233
6411cd2f6b5e994f52c7d723,166,1205.0059332061028
6412a6436b5e994f52c8b65f,7,954.4651539281839
6412ab076b5e994f52c8baaf,1,992.1306290223698
6412ae576b5e994f52c8bd5d,7,984.5315637936069
640997a4227405118d7b0b7b,15,925.1328925350002
6412ba2e6b5e994f52c8c92a,212,1269.4997152711023
5e142984b63f956037162909,2,982.3665259600443
5df74d65cc9ede7610e68269,2,1014.4222959723487
6412bc746b5e994f52c8cb80,3,991.0410567646245
5c3f598334299b1d1ec85530,1,1007.0505471697672
5e196ab3b63f9560371ba0e5,2,997.9274735951383
5bf3c17e502d3e5c702a4c17,7,1004.7315838557436
5c44921334299b1d1ecc7366,3,976.2264753739606
5e1451dcb63f956037165523,1,1007.6285147631037
640c2e18227405118d7db087,205,767.4282942346763
6412d0786b5e994f52c8df98,1,992.0
5e0c81d1b63f9560370db7a8,1,1007.2840821124713
6412dcc96b5e994f52c8e9bd,1,1008.1841742594846
6412dd316b5e994f52c8e9fd,2,1015.6235690218089
6412de8e6b5e994f52c8eaed,1,1007.636264214751
6412e0726b5e994f52c8ebf3,2,999.3144332669764
6412e17f6b5e994f52c8eccf,1,1007.4767157543973
6412e2836b5e994f52c8ed27,2,999.0099001192632
6412e5956b5e994f52c8eedf,1,1007.3281935795435
6412e7346b5e994f52c8f086,1,1007.160966612039
6412f5a86b5e994f52c8faa2,1,1006.9982677011244
641308566b5e994f52c90ab7,1,990.8400735819437
641308d96b5e994f52c90b26,5,975.8117654217275
64130b466b5e994f52c90d42,1,1007.7939020520777
64130bb76b5e994f52c90dc2,1,1007.6146935594788
64130be46b5e994f52c90dce,1,991.439977887178
5e1c4f2bb63f9560371edc63,1,1007.1180389653905
64131c4d6b5e994f52c91e9d,3,975.0163707886956
5c2f5782495f2d4b6f3dac19,1,1004.7399010533373
64131ec86b5e994f52c9212b,3,978.0000431364389
64131efe6b5e994f52c92160,2,983.6039386011583
6413201c6b5e994f52c9225e,9,996.3162222638089
6413208c6b5e994f52c922ed,17,1048.3804193531373
641320b86b5e994f52c9231a,3,976.5174126733237
641332856b5e994f52c933ee,1,1007.442919987396
641333116b5e994f52c93472,11,920.0804228179721
64133dff6b5e994f52c9466a,5,1007.226015897433
5c075a04e0008d16c8430b10,2,981.0617249907847
5c088515e0008d16c843f6a5,48,1046.4621830897383
6413439e6b5e994f52c96323,2,1015.8351719092968
641344576b5e994f52c965fd,1,1008.1916104829814
641344df6b5e994f52c968d2,2,1015.6377577406686
6413464f6b5e994f52c96c47,1,991.472163450766
5df5c460cc9ede7610e4ff17,1,1008.0
6413482b6b5e994f52c96dcc,5,969.5928533035044
6413b2956b5e994f52ca02a3,1,1008.4696864799324
6413b4776b5e994f52ca03e6,4,1002.7439953847282
64140ef46b5e994f52ca4ac4,2,985.5716441723134
641411976b5e994f52ca4d1c,2,1001.5425644395683
641460db6b5e994f52ca90fb,1,1011.1194840578834
6414617c6b5e994f52ca918e,3,1007.7989060661994
6411807f227405118d840690,2,1014.6071421659327
6414628e6b5e994f52ca9244,1,1007.787583838896
641524f46b5e994f52cb68b3,4,990.4352423046529
641557586b5e994f52cb8f1c,3,1023.0782333244196
5c29a56bbcf3f64c76eaf588,1,992.1751649015737
5e1a85d4b63f9560371cc9d7,3,977.1578759633774
6415bbb76b5e994f52cbe760,2,1018.2343036986549
6415bcc66b5e994f52cbe87d,2,1018.0178326811792
6415bd526b5e994f52cbe913,1,1009.878122077562
6415bda16b5e994f52cbe991,1,1009.6618203986436
6415bf196b5e994f52cbeac7,1,993.5804349633812
6415c0286b5e994f52cbebb3,2,992.0
6415c0b46b5e994f52cbec67,2,992.0
6415c1256b5e994f52cbeccd,1,993.7219493289642
6415c1de6b5e994f52cbed58,3,1009.2143841258434
5c409aed34299b1d1ec951d1,1,991.8586189684052
6415c2bf6b5e994f52cbee35,2,1013.8692026596615
6415c3cc6b5e994f52cbef58,8,1006.0833319056857
6415c61f6b5e994f52cbf1a6,2,992.0
6415c6d66b5e994f52cbf281,3,999.9880839216469
6415c7676b5e994f52cbf355,8,996.0694350015508
6415c7e76b5e994f52cbf3cb,1,994.1179597399715
6415cd586b5e994f52cbf8d9,2,983.8554504964303
640c12e4227405118d7d9a43,4,1015.0242812730148
6415cf3e6b5e994f52cbfad7,1,991.8553045035093
6415d0406b5e994f52cbfba1,1,1008.0428268572286
6415d0b26b5e994f52cbfc6a,3,991.7056018006735
6415d1b66b5e994f52cbfd1a,6,1016.4409497318175
6415d3496b5e994f52cbfea5,4,969.3589966032073
6415d8c16b5e994f52cc0345,3,978.408949913035
6415da8c6b5e994f52cc04c5,2,999.631846603239
6415dabb6b5e994f52cc04e0,46,1051.8241160849846
6415dbbb6b5e994f52cc057c,2,1000.3846995980867
6415dca86b5e994f52cc05f0,2,999.8154535181285
6415de046b5e994f52cc0732,2,999.8114092012916
6415df0c6b5e994f52cc0821,1,992.0082108101508
6415dfb16b5e994f52cc088c,1,992.1921915723178
6415e2226b5e994f52cc1883,2,985.4243028410344
6415e2e36b5e994f52cc1bd5,2,985.4340281748497
6415e4906b5e994f52cc2523,2,986.4762469576866
6415e5706b5e994f52cc286b,2,986.775640078034
6415e6f36b5e994f52cc2edf,1,993.3470998987924
6415e8366b5e994f52cc32bf,8,994.2976248411135
641674526b5e994f52cce420,4,1019.9537784219569
641677386b5e994f52cce6f1,2,1013.2747978809713
641678dc6b5e994f52cce834,4,1004.4368581595232
64167c856b5e994f52ccebf1,11,1011.4377338053624
64169eb56b5e994f52cd0b11,2,1015.150468896477
64169f3a6b5e994f52cd0bb9,17,962.8047191829176
5c24f15dbcf3f64c76e79e0b,1,991.2829796938695
5c266133bcf3f64c76e8c555,3,992.2905470703827
5c26f0d9bcf3f64c76e93f3f,3,975.9705214189414
6416a30e6b5e994f52cd1234,3,1006.5877217582623
6416a4ba6b5e994f52cd148a,4,1010.6154294870533
6416a60a6b5e994f52cd167d,1,990.5401976122135
6416a6a96b5e994f52cd1750,1,990.7517636636079
6416a7296b5e994f52cd1841,1,990.9603449328788
6416a77c6b5e994f52cd18f3,5,975.6751488660989
6416a9256b5e994f52cd1b33,4,1013.7170432336454
6416b2786b5e994f52cd2682,162,911.149593635216
6416b47a6b5e994f52cd293a,3,991.6488006683236
5c04d131e0008d16c840f87c,4,1000.6945828023318
5bf687f53461b869366211ed,2,985.3856492118488
5e0edd91b63f95603710724f,1,1008.8559165976245
5c2cc49d488a1e7d0ae29773,1,1008.8139692643576
5c22536abcf3f64c76e56e37,1,1008.6126446438567
641713d76b5e994f52cd8455,4,990.5877499117169
64146a886b5e994f52ca9a13,8,1028.1843512602807
6417c5966b5e994f52ce8d25,6,999.4768739253781
6417c8456b5e994f52ce8fc0,1,992.0084770420605
6417c9386b5e994f52ce90db,4,969.484073688473
64180d226b5e994f52cec7d9,1,1008.0
64180ce06b5e994f52cec7aa,6,1000.470543010843
64180db56b5e994f52cec857,6,968.945919642456
64180eba6b5e994f52cec9bc,6,1000.2537624082471
6418127b6b5e994f52cece21,6,1015.3146668833077
641814216b5e994f52ced043,9,995.1607111315448
641815246b5e994f52ced1ab,41,907.179689491068
641832db6b5e994f52ceebef,1,1007.7678741005848
6418334f6b5e994f52ceec46,4,983.87259963857
6418346f6b5e994f52ceed75,1,1007.9602944559438
641834fc6b5e994f52ceede7,1,1007.7770593154032
641835a36b5e994f52ceee90,1,1007.5982663660235
641836286b5e994f52ceeecd,4,997.1578558434242
64184f5d6b5e994f52cf05cb,4,1001.0503509596302
641851586b5e994f52cf0790,3,993.6275858662308
641852286b5e994f52cf0826,63,1081.590889384999
5c3ef01634299b1d1ec81503,2,1014.7532654854688
5c41aefd34299b1d1eca3517,1,990.8220472363735
5c3a100734299b1d1ec4c1c2,1,1007.2350357133258
5e133432b63f956037151e63,1,1007.0703178628876
5e04990db63f95603705ee7d,1,1006.859192568146
641972716b5e994f52d0d4d6,2,1004.6307579715912
641997746b5e994f52d0eef8,1,992.4331026067995
641992926b5e994f52d0eb5b,4,982.4253939106545
64199afe6b5e994f52d0f187,2,1000.0624596176672
64199cbd6b5e994f52d0f2bc,1,1008.7755567710797
64199d5e6b5e994f52d0f32c,1,1008.5749425935688
64199dcf6b5e994f52d0f393,1,1008.3782080330215
64199f3c6b5e994f52d0f48c,1,992.185541531433
64199fd46b5e994f52d0f4ed,1,1008.3652552497314
6419a0a96b5e994f52d0f591,1,1008.1728653333636
6419a13e6b5e994f52d0f62b,1,1007.9847050850517
6419a1916b5e994f52d0f6b5,1,991.800891564614
6419a1f16b5e994f52d0f703,1,994.3742895745011
6419a2576b5e994f52d0f761,1,991.9896418917881
6419a2ba6b5e994f52d0f785,2,1000.7077509540666
6419a3526b5e994f52d0f7e8,1,992.1577701711824
64199ed66b5e994f52d0f43f,22,980.499483137417
6419a4786b5e994f52d0f917,8,956.828415716939
641a94df6b5e994f52d218c9,1,1008.0
64140e126b5e994f52ca4a1b,2,983.6328856319276
641a95176b5e994f52d218de,1,1005.9995567205085
641a95786b5e994f52d2195e,3,983.9063346051033
641a95bd6b5e994f52d219bc,2,998.6394867161669
641a95d16b5e994f52d219e6,2,992.0
641a96466b5e994f52d21a4b,3,983.9533430026999
641a96726b5e994f52d21a73,2,999.2106098049453
641a96c96b5e994f52d21aaf,1,1007.8236082768808
641a97666b5e994f52d21b4a,1,1007.6436703698566
641a98156b5e994f52d21bc3,2,999.5428832070298
641a98266b5e994f52d21bcd,1,1007.4682177642758
641a987d6b5e994f52d21c21,1,1007.1476808035793
641a98a66b5e994f52d21c2d,2,1000.2997172636732
641a98be6b5e994f52d21c3e,1,1007.2972860930936
641a9a446b5e994f52d21d98,1,991.9580414336002
641a9a5c6b5e994f52d21dca,1,1007.130887774294
641a9ba56b5e994f52d21ebe,5,982.6796253582714
641a9c176b5e994f52d21f56,2,999.9114693635253
641a9cf46b5e994f52d2208a,2,1000.5018397433059
641a9ccc6b5e994f52d2204e,2,1000.1841742594846
641a98e56b5e994f52d21c56,1,1008.0
641a9cfe6b5e994f52d22090,1,992.0
641a9dfe6b5e994f52d221a9,2,986.0357519078849
641a9f086b5e994f52d2229d,2,1000.0042384693038
641a9f956b5e994f52d22347,1,991.8115872712116
641aa0876b5e994f52d2244f,1,1008.1452365219933
641aa10e6b5e994f52d224c7,1,992.0926897097844
641aa1df6b5e994f52d2260c,22,995.7132763277423
641aa1c66b5e994f52d225e8,3,1014.8964383568785
641aa1e06b5e994f52d2261b,1,1008.0382256794198
641aa1b06b5e994f52d225b0,1,991.6403061054347
641aa3476b5e994f52d227d2,5,978.0793805017321
641aa3be6b5e994f52d22834,2,1007.1873832502845
641aa4016b5e994f52d228af,1,993.3257673235132
641aa5176b5e994f52d229c9,1,1007.6631841707491
641aa4f36b5e994f52d22994,2,1018.1001813037649
641aa5876b5e994f52d22a08,2,985.0147543297547
5e06417db63f956037077d97,2,999.6550057833296
641aa68d6b5e994f52d22af8,1,1007.4872375261648
641aa6646b5e994f52d22acd,21,943.5731330877167
641aa6d96b5e994f52d22b21,2,1014.2985733425251
641aa77b6b5e994f52d22bff,2,992.0
641aa73c6b5e994f52d22b91,1,1007.8531554793868
641aa81c6b5e994f52d22cb5,5,1014.8411376744896
641aab046b5e994f52d22ecf,3,982.7549370959546
641aab726b5e994f52d22f03,45,1006.88315614613
641aac546b5e994f52d22fe1,1,1008.4378971166706
641aae606b5e994f52d231aa,2,984.8440643270728
641aaf406b5e994f52d23234,3,993.8550723603083
641aa58f6b5e994f52d22a0c,4,994.3766254540042
641ab1f46b5e994f52d23510,4,1000.9806495603053
641ab1ed6b5e994f52d2350d,6,968.3234712101477
641ab2ce6b5e994f52d23597,2,983.9389680973236
641ab43a6b5e994f52d236ca,2,985.0852238446522
641ab41a6b5e994f52d236ac,2,984.6015238103628
641ab74d6b5e994f52d2392b,1,992.4736140211185
641ab82b6b5e994f52d239d9,2,1000.8952834357267
641abb396b5e994f52d23c4b,3,992.4252967687313
641abb776b5e994f52d23c91,2,1000.8551453049287
641abc5b6b5e994f52d23d54,1,1009.031049842168
641abc9d6b5e994f52d23daf,1,992.8259153054272
641abd7c6b5e994f52d23e5d,4,1017.5705422298487
641abde76b5e994f52d23ec2,314,1014.0978883708319
641ae5066b5e994f52d25b48,10,935.7858072859215
641aea236b5e994f52d25f36,1,1007.3293398910345
641aeafc6b5e994f52d25fc2,1,1007.1620822642903
641aeb476b5e994f52d25ffb,1,1006.9993527908107
641aeb596b5e994f52d26007,2,1016.9847339482943
641aec4b6b5e994f52d260a0,1,1008.3022002598848
641aecca6b5e994f52d26128,1,992.1111717423455
641aed2a6b5e994f52d2615f,1,992.2926951771564
641aed7e6b5e994f52d261b5,1,992.4697521254172
641aede76b5e994f52d26249,1,1008.6422980437151
641aee206b5e994f52d2629c,1,1008.444229801552
641aee316b5e994f52d262a1,1,1006.8411283235854
641aee4a6b5e994f52d262be,5,1011.0394090015589
641aee666b5e994f52d262dd,1,1006.6873694405447
641aef296b5e994f52d26379,1,1006.9334652934327
641aef546b5e994f52d2638d,1,1006.7770906469426
641aef506b5e994f52d2638b,2,983.5620022337016
641aef856b5e994f52d263d4,1,1006.625161081748
641af0006b5e994f52d26465,3,1006.4407963328922
641af0466b5e994f52d264a2,1,1006.3304397541965
641af27d6b5e994f52d26630,1,992.4282882073596
641af83f6b5e994f52d26a2f,3,1000.1841742594846
641afa5c6b5e994f52d26bc3,6,985.7776834271114
641afbf06b5e994f52d26d0c,1,1007.8115872712116
641afdac6b5e994f52d26e17,4,983.3052553553714
641afda26b5e994f52d26e07,3,1023.7935332408499
641b151e6b5e994f52d27f9e,5,982.5717384618788
641b177c6b5e994f52d2819d,2,985.5128606510449
641b18a36b5e994f52d28292,1,992.9178763439248
641b18f76b5e994f52d282e4,2,986.3899823047869
641b1bb76b5e994f52d28495,2,1000.3161942912332
641b1d626b5e994f52d285c1,1,1009.234443830978
641b1ed56b5e994f52d286b2,4,969.4218631913092
641b25366b5e994f52d28b24,3,1006.7075327730659
641b269d6b5e994f52d28c04,2,984.6686600919088
641b278e6b5e994f52d28cb0,2,984.7098362575089
641b26826b5e994f52d28bec,1,1008.526464066096
641b2a856b5e994f52d28eed,1,992.6622111474774
641b2cdd6b5e994f52d290d0,1,992.8296945854896
