,encounter,elo
5c15ceace0008d16c84c6cca,1680,1144.202558171995
5e059b96b63f95603706f1c1,2282,746.6175410230602
5c15af76e0008d16c84c57f8,1640,935.5033560956831
5dff8945cc9ede7610ee9a91,2275,569.8402376372894
5e04c52ab63f9560370617c7,2280,381.2287638198472
5c43354f34299b1d1ecb7e0c,1746,976.3649409319571
5e1ca907b63f9560371f4a4b,2282,1082.7082613374844
5e07e9e1b63f956037094346,2279,880.6799034435095
5e1c23e6b63f9560371eab1b,2291,990.2201992761109
5dfab145cc9ede7610e9f564,2295,1267.5233412585287
5ddf2901ab6c31598dd9866e,2280,1178.013866513544
5c30b4ba495f2d4b6f3ea97f,3139,1418.4450644263566
5e1491cfb63f956037169cf4,2281,1310.552796950987
5dfa3a55cc9ede7610e9603c,2280,1387.2812672497278
5e2458eeb63f956037270114,2282,1394.0242650626046
5e1449d2b63f956037164b0b,2274,642.4313898770672
5c308edd495f2d4b6f3ea182,1802,799.8020093282388
5c2c4465bcf3f64c76ec60c1,1795,1093.6172793304875
5c1a6666bcf3f64c76df9c97,1643,1074.826965454075
5def99dccc9ede7610df1dc5,2285,1059.059175930735
5e05bda2b63f956037070bed,2303,372.7358198948449
5e1a866db63f9560371cca62,2271,1012.5685060957121
5c1c3cbcbcf3f64c76e0ed16,1561,1079.9892981318776
5c299421bcf3f64c76eae933,1722,1007.7791444150233
5e1a81bdb63f9560371cc5bd,2289,1090.6145479011516
5e0c71a9b63f9560370da859,2295,1123.7212049942768
5e1da2deb63f956037208df9,2275,798.8950435073285
5c2ed7c8495f2d4b6f3d2106,1579,752.7528550766533
5e1aff22b63f9560371d4565,2264,1156.3195085236848
5c231184bcf3f64c76e612cb,1668,433.1954768418042
5e1dcbfeb63f95603720c548,2274,1004.7824225078053
5e00d495b63f956037020625,2292,554.5527212059224
5c09057ce0008d16c8444c47,1680,456.8329603445692
5c25ced6bcf3f64c76e864a2,1841,1433.9279191910223
5df3bcaccc9ede7610e30847,2087,1548.1537861440318
5dff376ecc9ede7610ee5078,2282,2030.7544398184223
5e17f0d7b63f95603719f0b4,2336,1493.436878814575
5dff22d2cc9ede7610ee3bde,2287,1092.1303154868876
5e148f3ab63f956037169a0d,2289,1081.9613024264938
5e1da92bb63f9560372097d8,2275,1108.616072239141
5dfbb277cc9ede7610ead8da,2300,1274.515672371813
5e1c4ad0b63f9560371ed806,2297,1204.5722543431316
5e1d4276b63f95603720214a,2272,732.4672851391098
5e147f93b63f956037168725,2279,823.1753229560035
5c1deea8bcf3f64c76e20be2,1712,1118.324372197695
5e1cbe9ab63f9560371f6419,2289,1223.4240405377186
5e037d38b63f95603704b3e0,2284,544.0980538805543
5c26f46dbcf3f64c76e94243,1636,1013.2528053265117
5c5fc1f434299b1d1ed4fde6,1729,1079.563494130721
5bfe3304e0008d16c83c5667,1793,473.6509661909372
5c07885ce0008d16c843317e,1644,446.0102366159831
5de283ad043e646d19733dbd,2303,675.0629090428534
5c4184c134299b1d1ec9fda5,1670,1010.8756785848525
5dfdea4acc9ede7610ed0352,2277,1019.6328181986908
5cdd4207d2337e01c79e5383,1666,696.1576001268234
5c0e7edde0008d16c847532f,1646,1024.734162370807
5de100d9ab6c31598dd99fb3,2292,1179.4823506047533
5c09b269e0008d16c844c5a8,1755,1124.52870561028
5c42905934299b1d1ecb00af,1835,835.100847670625
5dd38b9aab6c31598dd37da2,2280,1182.832055226316
5ecd4dbbd5597e3c65929f02,1757,1091.0471973933197
5c089b9fe0008d16c8440593,1638,888.7668277977019
5e1d44c8b63f9560372023a1,2330,904.2601678800035
5e02fff2b63f956037042f25,2284,1052.3786493889363
5c2dd71a488a1e7d0ae3968f,1730,371.45499517920786
5c4123c834299b1d1ec9bbb8,1606,704.190434728785
5e742337e952081b88388492,2321,1462.943042299525
5e1bbe4ab63f9560371e382e,2280,1170.0425897060684
5c41e47434299b1d1eca7e16,1758,297.59167874044897
5e1aa160b63f9560371ce7c9,2272,1023.0957435366217
5dedf617cc9ede7610dd9df0,2318,1192.8079352168534
5c2b995fbcf3f64c76ec1d50,1643,701.5940227006568
5c40726434299b1d1ec91260,1795,975.3747555936085
59729fde85ffde2ccaac53b8,1758,972.931684333207
5c2f44b1495f2d4b6f3d9ac8,1596,561.1168538440944
5c40f48434299b1d1ec9826b,1687,571.5895563942976
5e1a8232b63f9560371cc684,2279,1208.5714245025856
5c05cdc0e0008d16c841c380,1671,1030.639987524777
5e001bdacc9ede7610ef218e,2289,1002.1890742856776
5c172311e0008d16c84d6171,1675,932.9282302572059
5e1e1da9b63f9560372120c2,2273,1140.7312673945862
5e00f24bb63f956037022237,2286,473.3886107599246
5dff0971cc9ede7610ee23d1,2288,1234.8497061086932
5c408e7934299b1d1ec949ed,1681,1065.7034201018416
5de9dd63cc9ede7610d9dbcb,2294,794.0836082684476
5c3482ed34299b1d1ec0d72b,1832,680.0282137848892
5c2df7a1488a1e7d0ae3ae8f,1827,704.0808292050449
5e02b923b63f95603703ee90,268,1026.0127645491855
5df656d7cc9ede7610e58f75,2274,729.2845675381337
5e0551ceb63f95603706b15e,2299,979.6065922538663
5e1dbdceb63f95603720b3d1,2265,912.3360516428428
5c2df91c488a1e7d0ae3afb2,1668,123.43408298062192
5c2df6f6488a1e7d0ae3ae09,1648,579.2145511216054
5e2916bb4019f43051d70953,2435,1534.1395590721309
5c3f3f3b34299b1d1ec847b0,1662,678.4356303702571
5e149a78b63f95603716a758,2276,839.4086424260066
5c0200cae0008d16c83eef44,1609,1148.9166599167172
5e048368b63f95603705daf0,2257,269.33986834927754
5dfddb36cc9ede7610ecf514,2274,916.8089456181971
5c2b0664bcf3f64c76ebcf17,1705,990.2997885638779
5e060ceab63f956037074ca8,2291,926.3053088053581
5c62ddb334299b1d1ed502dc,1688,45.16742303841724
5e03a036b63f95603704e1f3,2286,634.2687227907388
5e17ec73b63f95603719ecc9,2282,870.9348302302719
5c33496b34299b1d1ec004dd,1705,809.0493664791767
5c42e98834299b1d1ecb47b9,1680,821.9705744338796
5c3ee76734299b1d1ec8102c,1721,1381.7173218994642
5de50b89cc9ede7610d56482,2295,934.4781814295274
5c2f6944495f2d4b6f3db8c0,1679,1024.7768606915452
5e056b4db63f95603706c853,2273,544.2011262663766
5c25db40bcf3f64c76e86b69,1606,1152.762329784945
5c2dc318488a1e7d0ae388e6,1645,964.7580997424108
5dfe02d4cc9ede7610ed1b78,2284,913.7013431216986
5ebb9e46703c1e22d9335d95,2288,1119.8431161460937
5c2f2f72495f2d4b6f3d8e81,1667,1120.947105118846
5c2c1dfdbcf3f64c76ec51f4,1700,302.15979249309316
5dfb72c9cc9ede7610eaa303,2274,264.8356988823068
5e1d3a2eb63f956037201785,2269,759.8768494958663
5e0cc914b63f9560370dfbf1,2274,817.4345628891776
5de86a60cc9ede7610d882be,2278,865.7348242330437
5e0c7a00b63f9560370daff5,2263,916.1812670783456
5c3ffcd734299b1d1ec8cd71,1653,921.9248312892711
5e0e0099b63f9560370f580a,2278,1032.567759239325
5e056ab1b63f95603706c77d,2300,1203.3918424856333
5c37f53c34299b1d1ec33c61,1763,1208.6681819271953
5c08e89ae0008d16c844381e,1672,1104.1988073716238
5c41bde634299b1d1eca3e7a,1693,930.1284051814499
5e032140b63f95603704514a,2283,889.3011897269382
5c21c2e5bcf3f64c76e4fcf9,1707,880.289570548747
5e143fd5b63f956037163fe3,2283,863.2703288416493
5df9d870cc9ede7610e8fcf9,2297,710.7977675042184
5dd73942ab6c31598dd5976c,2285,610.4231919907847
5e078b3eb63f95603708be6f,2293,654.9721638083709
5c44227334299b1d1ecc2df5,1630,851.2740773725964
5c23a885bcf3f64c76e68db4,1689,573.4662748973365
5c2dd844488a1e7d0ae3975c,1608,593.5687841180354
5c40aa7534299b1d1ec95ad3,1621,1799.2665255966745
5c3d74a034299b1d1ec72357,1725,1106.9022714483872
5c2c4c95bcf3f64c76ec63c0,1598,1025.4493429573424
5e11da76b63f956037137ffb,2288,460.10221293602416
5c3f1f8334299b1d1ec83402,1698,383.5294258216266
5c4815cf34299b1d1eceaad6,1761,1324.4940748266285
5dfc55c6cc9ede7610eb820f,2289,1108.75730125045
5c0a0a66e0008d16c844ed97,1751,1140.9130189344767
5c2f0e30495f2d4b6f3d463a,1700,1059.0328617379942
5e3a959a4019f43051e74b3e,2282,667.3971426731008
5e0558c8b63f95603706b78f,2277,1375.3911753763052
5e1c66edb63f9560371ef58a,2254,945.7086779535132
5c3d928534299b1d1ec7332f,1738,914.2996975536516
5b2527a00edf94798cdce59b,1652,901.2641058946183
5c2efc2d495f2d4b6f3d39ea,1706,791.148997004489
5c2dbf6f488a1e7d0ae3854f,1710,639.0881666344767
5c279370bcf3f64c76e9a9dc,1712,1115.094141374651
596db32993ab4b1c3e1b3f7c,1588,579.8368377465683
5e14199db63f9560371618e5,2276,916.8462737006253
5bfd438b3461b86936660e87,1565,471.59883289304423
5e1b27bfb63f9560371d6f05,2309,942.966523909281
5e1478adb63f956037167e42,2283,667.7605334369476
5dfc7c8bcc9ede7610eb9deb,2280,1020.0987166317324
5c231507bcf3f64c76e616eb,1604,1266.2314376831212
5c0a384ce0008d16c845031a,1736,1137.9941208584726
5de79cb3cc9ede7610d7bb14,2281,1077.5170403168308
5c1d1577bcf3f64c76e16d44,1707,1153.8690187524473
5e1da9d2b63f956037209885,2286,1069.1212933543582
5bface8e3461b8693664b5a4,1750,901.247754250882
5e034762b63f956037047358,2285,908.8789630282947
5c06b7dbe0008d16c8427bbf,1595,972.9859247865402
5df3af3acc9ede7610e2fc14,2283,824.4525588393991
5e02d084b63f95603704036f,2296,849.1667494974738
5c2e24f8488a1e7d0ae3cfdb,1571,791.0444581099568
5e116784b63f9560371317fd,2272,567.91129542994
5e097d69b63f9560370ac36c,2279,950.1477765973826
5e191e4db63f9560371b520a,2287,946.4988831701589
5e0c8854b63f9560370dbf17,2275,1048.2408795332783
5c19f52dbcf3f64c76df5151,1699,223.3672098633681
5e0823a0b63f956037097ab1,2377,1519.221727558213
5e024c8ab63f956037036e76,2396,1488.6445423492664
5e1717e2b63f956037191d95,2282,659.1203885042612
5e188b2ab63f9560371a9040,2302,1085.2272215655341
5c2cbdf5488a1e7d0ae290c4,1674,1165.519157022142
5bfe3421e0008d16c83c57e7,1627,262.9057026316781
5e0f46c2b63f95603710d4c9,2270,181.98356724840738
5e024f32b63f9560370370c8,2351,1498.0975287521487
5dccfe52ab6c31598dcfe219,2266,1205.5507994528214
5e1b342ab63f9560371d7c8b,2272,1256.7165120862473
5c41fb0534299b1d1eca8b3c,1812,210.9771300388899
5c429fac34299b1d1ecb0ebe,1652,1248.8683429962496
5e1aa288b63f9560371ce8d9,2270,1107.3025476430994
5c24a1e0bcf3f64c76e754ea,1702,1144.9340472034867
5e02ca94b63f95603703fe41,2287,1022.9501706691049
5e088631b63f95603709d94a,2284,697.9733170019314
5dfcc4a2cc9ede7610ebddfa,2272,421.8298533322688
5c3d86ec34299b1d1ec72d27,1666,1006.4659796617295
5dfebf7fcc9ede7610ede2dc,2272,967.3833423557408
5c1239ace0008d16c849ebca,1637,625.1543853582538
5e1c5ddeb63f9560371eeacd,2271,1185.0258504121564
5e1c6619b63f9560371ef475,2285,928.4548110861947
5c23a78fbcf3f64c76e68d38,1728,1004.2302800720104
5e1d3ec3b63f956037201ca9,2305,1255.3848357204718
5c2cd553488a1e7d0ae2aaea,1631,1131.1933984073314
5e02c7a9b63f95603703fb33,2299,719.9305989919991
5c17baaebcf3f64c76ddc6f4,1596,259.9052394835673
5e15d18cb63f95603717e851,2288,1155.5051225793845
5e1b3111b63f9560371d799c,2287,1160.1954445395588
5c24bd6fbcf3f64c76e76958,1620,1152.433916709085
5c064019e0008d16c8421980,1621,1054.5046450919992
5e0c8295b63f9560370db87e,2301,905.4168774270239
5e1b1680b63f9560371d5ce4,2272,661.0520927652018
5c17565fe0008d16c84d7fdf,1668,914.5068714694775
5bfe3534e0008d16c83c58d6,1610,222.26995666748127
5df9faffcc9ede7610e91c31,2296,1059.2667907881414
5c400eb534299b1d1ec8d881,1658,1009.1075673520747
5e05bc2db63f956037070a68,2322,1378.6773548275617
5c0a0a2ce0008d16c844ed7f,1881,1385.3688244123362
5df4c5eacc9ede7610e40425,2308,1094.0918817543538
5e1d54dcb63f956037203658,2359,1217.0531636811925
5c2858e9bcf3f64c76ea2cc7,1740,1115.7843428002275
5c03f719e0008d16c8404947,1650,1163.2148747689246
5c175acdbcf3f64c76dd862a,1709,750.5401532832792
5c0b8f02e0008d16c845be0c,1810,1215.1178480390527
5e1bf603b63f9560371e7469,2310,1240.7106442253812
5e1b2913b63f9560371d70de,2287,734.6590465668007
5c264965bcf3f64c76e8b5f9,1656,1096.0665791939718
5e19a0f1b63f9560371bd5df,2292,1054.2539371347482
5c24b068bcf3f64c76e75f47,1651,1183.813788027696
5c0931d0e0008d16c8446b5f,1664,836.8021109053055
5c20a94fbcf3f64c76e41bf6,1603,849.0390346726056
5c45d85734299b1d1ecd43d0,1695,1066.153612017908
5c301bae495f2d4b6f3e463a,1887,1535.2647436156208
5c0e2ddae0008d16c8472839,1721,262.7086096433378
5c237ca9bcf3f64c76e66ea8,1682,532.5527869232045
5df76252cc9ede7610e6966e,2288,422.38136583649595
5e7333c099058b3eced17844,1178,1427.8695775679937
5df2fb5bcc9ede7610e25bf5,2287,1071.3668056476483
5e09a4e4b63f9560370ae4ef,2282,1215.330380016027
5c40772934299b1d1ec91631,1728,1236.601856526821
5c3024e2495f2d4b6f3e4c60,1653,1073.7274077126774
